uniqueID,drugName,condition,rating,date,usefulCount
689,Medroxyprogesterone,Birth Control,10,39632,6
690,Medroxyprogesterone,Abnormal Uterine Bleeding,10,39515,252
691,Medroxyprogesterone,Abnormal Uterine Bleeding,5,40417,11
693,Medroxyprogesterone,Birth Control,9,40388,10
694,Medroxyprogesterone,Birth Control,10,40350,5
695,Medroxyprogesterone,Amenorrhea,4,40278,26
696,Medroxyprogesterone,Birth Control,9,40272,1
699,Medroxyprogesterone,Endometriosis,8,40245,14
704,Medroxyprogesterone,Birth Control,2,40193,3
705,Medroxyprogesterone,Endometriosis,3,40185,67
706,Medroxyprogesterone,Birth Control,8,40163,60
707,Medroxyprogesterone,Birth Control,9,40162,1
708,Medroxyprogesterone,Abnormal Uterine Bleeding,10,40161,71
710,Medroxyprogesterone,Birth Control,7,40136,4
711,Medroxyprogesterone,Endometriosis,9,40124,17
713,Medroxyprogesterone,Birth Control,8,40116,1
714,Medroxyprogesterone,Birth Control,5,40115,47
716,Medroxyprogesterone,Birth Control,8,40664,1
717,Medroxyprogesterone,Birth Control,5,40660,1
718,Medroxyprogesterone,Birth Control,4,40659,3
719,Medroxyprogesterone,Birth Control,2,40658,3
721,Medroxyprogesterone,Birth Control,5,40650,3
722,Medroxyprogesterone,Birth Control,6,40648,2
723,Medroxyprogesterone,Birth Control,5,40637,2
724,Medroxyprogesterone,Birth Control,3,40635,0
725,Medroxyprogesterone,Amenorrhea,10,40625,32
727,Medroxyprogesterone,Birth Control,7,40620,1
728,Medroxyprogesterone,Birth Control,1,40619,5
730,Medroxyprogesterone,Birth Control,3,40611,2
732,Medroxyprogesterone,Abnormal Uterine Bleeding,7,40577,3
733,Medroxyprogesterone,Abnormal Uterine Bleeding,5,40566,60
734,Medroxyprogesterone,Birth Control,1,40565,10
738,Medroxyprogesterone,Birth Control,7,40468,2
739,Medroxyprogesterone,Birth Control,9,40449,1
743,Medroxyprogesterone,Abnormal Uterine Bleeding,4,40793,18
744,Medroxyprogesterone,Birth Control,10,40791,3
746,Medroxyprogesterone,Birth Control,9,40774,1
748,Medroxyprogesterone,Amenorrhea,1,40758,21
749,Medroxyprogesterone,Birth Control,8,40758,5
751,Medroxyprogesterone,Birth Control,1,40750,4
752,Medroxyprogesterone,Birth Control,2,40750,16
755,Medroxyprogesterone,Amenorrhea,8,40715,8
756,Medroxyprogesterone,Birth Control,8,40710,3
757,Medroxyprogesterone,Birth Control,3,40708,3
759,Medroxyprogesterone,Abnormal Uterine Bleeding,10,40700,34
762,Medroxyprogesterone,Birth Control,1,40684,7
763,Medroxyprogesterone,Birth Control,8,40681,2
765,Medroxyprogesterone,Birth Control,10,40665,2
766,Phenylephrine,Eye Redness,10,42477,0
767,Silodosin,Benign Prostatic Hyperplasia,1,42462,28
768,Silodosin,Benign Prostatic Hyperplasia,2,42431,18
773,Silodosin,Benign Prostatic Hyperplasia,4,42266,21
777,Silodosin,Benign Prostatic Hyperplasia,5,42137,44
779,Silodosin,Benign Prostatic Hyperplasia,8,42075,34
780,Silodosin,Benign Prostatic Hyperplasia,2,42072,34
781,Silodosin,Benign Prostatic Hyperplasia,10,42057,37
785,Silodosin,Benign Prostatic Hyperplasia,6,41825,77
786,Silodosin,Benign Prostatic Hyperplasia,5,41823,63
787,Silodosin,Benign Prostatic Hyperplasia,8,41816,82
788,Silodosin,Benign Prostatic Hyperplasia,5,41798,51
790,Silodosin,Benign Prostatic Hyperplasia,8,41710,48
791,Silodosin,Benign Prostatic Hyperplasia,8,41644,58
792,Silodosin,Benign Prostatic Hyperplasia,8,39914,81
793,Silodosin,Benign Prostatic Hyperplasia,5,40925,52
794,Silodosin,Benign Prostatic Hyperplasia,7,40900,48
795,Silodosin,Benign Prostatic Hyperplasia,10,40892,66
798,Silodosin,Benign Prostatic Hyperplasia,10,40801,52
799,Silodosin,Benign Prostatic Hyperplasia,8,40784,28
800,Silodosin,Benign Prostatic Hyperplasia,8,40757,47
802,Silodosin,Benign Prostatic Hyperplasia,4,40712,22
805,Silodosin,Benign Prostatic Hyperplasia,1,40579,58
806,Silodosin,Benign Prostatic Hyperplasia,9,40450,38
807,Silodosin,Benign Prostatic Hyperplasia,6,40437,36
808,Silodosin,Benign Prostatic Hyperplasia,7,40388,59
809,Silodosin,Benign Prostatic Hyperplasia,2,40331,56
810,Silodosin,Benign Prostatic Hyperplasia,8,40323,114
811,Silodosin,Benign Prostatic Hyperplasia,5,40320,62
815,Silodosin,Benign Prostatic Hyperplasia,10,40027,46
816,Silodosin,Benign Prostatic Hyperplasia,1,39949,59
817,Silodosin,Benign Prostatic Hyperplasia,6,39932,75
818,Silodosin,Benign Prostatic Hyperplasia,10,41585,41
819,Silodosin,Benign Prostatic Hyperplasia,8,41568,86
820,Silodosin,Benign Prostatic Hyperplasia,9,41564,59
822,Silodosin,Benign Prostatic Hyperplasia,8,41539,65
823,Silodosin,Benign Prostatic Hyperplasia,9,41515,63
824,Silodosin,Benign Prostatic Hyperplasia,8,41509,24
826,Silodosin,Benign Prostatic Hyperplasia,7,41479,0
827,Silodosin,Benign Prostatic Hyperplasia,5,41454,49
829,Silodosin,Benign Prostatic Hyperplasia,8,41370,60
832,Silodosin,Benign Prostatic Hyperplasia,9,41307,68
835,Silodosin,Benign Prostatic Hyperplasia,6,41098,34
838,Silodosin,Benign Prostatic Hyperplasia,3,41057,60
843,Silodosin,Benign Prostatic Hyperplasia,1,43024,2
844,Silodosin,Benign Prostatic Hyperplasia,1,42927,0
846,Silodosin,Benign Prostatic Hyperplasia,1,42837,1
847,Silodosin,Benign Prostatic Hyperplasia,6,42831,20
850,Silodosin,Benign Prostatic Hyperplasia,1,42780,10
852,Silodosin,Benign Prostatic Hyperplasia,5,42773,8
853,Silodosin,Benign Prostatic Hyperplasia,8,42716,17
854,Silodosin,Benign Prostatic Hyperplasia,5,42694,3
855,Silodosin,Benign Prostatic Hyperplasia,1,42668,14
856,Silodosin,Benign Prostatic Hyperplasia,5,42648,12
857,Silodosin,Benign Prostatic Hyperplasia,2,42641,10
859,Silodosin,Benign Prostatic Hyperplasia,8,42609,9
860,Silodosin,Benign Prostatic Hyperplasia,7,42589,14
861,Silodosin,Benign Prostatic Hyperplasia,5,42574,19
862,Silodosin,Benign Prostatic Hyperplasia,1,42573,10
863,Silodosin,Benign Prostatic Hyperplasia,10,42546,2
864,Silodosin,Benign Prostatic Hyperplasia,6,42546,11
865,Silodosin,Benign Prostatic Hyperplasia,1,42528,2
866,Silodosin,Benign Prostatic Hyperplasia,10,42496,22
867,Silodosin,Benign Prostatic Hyperplasia,8,42464,3
868,Resorcinol / sulfur,Acne,10,39822,3
870,Methylin ER,Depression,9,41568,113
871,Methylin ER,ADHD,8,40974,29
872,Methylin ER,ADHD,10,40772,11
873,Methylin ER,Narcolepsy,9,40261,20
874,Methylin ER,ADHD,9,40106,4
875,Methylin ER,ADHD,4,39916,15
876,Methylin ER,ADHD,10,39837,25
877,Methylin ER,ADHD,9,39749,24
878,Methylin ER,ADHD,9,39582,33
879,Methylin ER,Depression,10,39528,249
881,Clemastine,Allergic Rhinitis,10,40205,11
882,Pentosan polysulfate sodium,Interstitial Cystitis,10,41538,53
883,Pentosan polysulfate sodium,Interstitial Cystitis,10,41529,40
884,Pentosan polysulfate sodium,Interstitial Cystitis,8,41497,46
885,Pentosan polysulfate sodium,Interstitial Cystitis,10,41182,55
886,Pentosan polysulfate sodium,Interstitial Cystitis,10,41015,62
887,Pentosan polysulfate sodium,Interstitial Cystitis,1,40875,29
888,Pentosan polysulfate sodium,Interstitial Cystitis,10,40836,50
890,Pentosan polysulfate sodium,Interstitial Cystitis,8,40689,61
891,Pentosan polysulfate sodium,Interstitial Cystitis,10,40644,52
892,Pentosan polysulfate sodium,Interstitial Cystitis,9,40565,39
893,Pentosan polysulfate sodium,Interstitial Cystitis,7,40492,44
894,Pentosan polysulfate sodium,Interstitial Cystitis,5,40416,17
896,Pentosan polysulfate sodium,Interstitial Cystitis,10,40349,0
897,Pentosan polysulfate sodium,Interstitial Cystitis,6,40310,22
900,Pentosan polysulfate sodium,Interstitial Cystitis,7,39968,60
901,Pentosan polysulfate sodium,Interstitial Cystitis,10,39925,66
906,Pentosan polysulfate sodium,Interstitial Cystitis,1,42374,38
907,Pentosan polysulfate sodium,Interstitial Cystitis,10,42318,50
908,Pentosan polysulfate sodium,Interstitial Cystitis,10,42295,49
909,Pentosan polysulfate sodium,Interstitial Cystitis,10,42276,65
910,Pentosan polysulfate sodium,Interstitial Cystitis,10,42145,49
913,Pentosan polysulfate sodium,Interstitial Cystitis,10,42106,13
914,Pentosan polysulfate sodium,Interstitial Cystitis,9,42082,38
915,Pentosan polysulfate sodium,Interstitial Cystitis,8,42067,45
916,Pentosan polysulfate sodium,Interstitial Cystitis,9,42062,21
917,Pentosan polysulfate sodium,Interstitial Cystitis,3,41986,29
918,Pentosan polysulfate sodium,Bladder Infection,6,41971,15
919,Pentosan polysulfate sodium,Interstitial Cystitis,8,41965,27
920,Pentosan polysulfate sodium,Interstitial Cystitis,10,41925,66
922,Pentosan polysulfate sodium,Interstitial Cystitis,10,41905,26
926,Pentosan polysulfate sodium,Interstitial Cystitis,10,41798,2
927,Pentosan polysulfate sodium,Interstitial Cystitis,10,41744,64
929,Metoprolol Tartrate,High Blood Pressure,1,42963,11
930,Metoprolol Tartrate,High Blood Pressure,8,42904,17
931,Metoprolol Tartrate,High Blood Pressure,4,42553,51
933,Metoprolol Tartrate,High Blood Pressure,10,42463,17
934,Metoprolol Tartrate,High Blood Pressure,8,42018,111
936,Metoprolol Tartrate,Heart Attack,8,41848,104
938,Xeljanz XR,Rheumatoid Arthritis,10,42967,0
939,Xeljanz XR,Rheumatoid Arthritis,9,42932,1
940,Xeljanz XR,Rheumatoid Arthritis,10,42864,2
941,Rituxan,Rheumatoid Arthritis,9,42916,31
942,Rituxan,Rheumatoid Arthritis,3,42841,22
944,Rituxan,Rheumatoid Arthritis,10,42773,45
945,Rituxan,Rheumatoid Arthritis,8,42688,37
946,Rituxan,Rheumatoid Arthritis,10,42274,72
947,Rituxan,Rheumatoid Arthritis,1,41805,83
948,Rituxan,Rheumatoid Arthritis,1,41713,70
949,Rituxan,Chronic Lymphocytic Leukemia,10,41457,72
952,Rituxan,Chronic Lymphocytic Leukemia,8,41307,38
953,Rituxan,Non-Hodgkins Lymphoma,10,40968,88
955,Rituxan,Non-Hodgkins Lymphoma,10,40819,94
956,Rituxan,cal Segmental Glomerulosclerosis,9,40673,22
957,Rituxan,Non-Hodgkins Lymphoma,9,40632,61
959,Rituxan,Rheumatoid Arthritis,9,39878,223
960,Rituxan,Pemphigus,8,39822,33
961,Rituxan,Non-Hodgkins Lymphoma,9,39793,52
962,Rituxan,Non-Hodgkins Lymphoma,8,39712,102
963,Pentosan polysulfate sodium,Interstitial Cystitis,10,43079,0
966,Pentosan polysulfate sodium,Interstitial Cystitis,10,42936,7
967,Pentosan polysulfate sodium,Interstitial Cystitis,1,42929,11
968,Pentosan polysulfate sodium,Interstitial Cystitis,1,42922,6
969,Pentosan polysulfate sodium,Interstitial Cystitis,10,42891,17
972,Pentosan polysulfate sodium,Interstitial Cystitis,10,42755,35
974,Pentosan polysulfate sodium,Interstitial Cystitis,10,42740,21
976,Pentosan polysulfate sodium,Interstitial Cystitis,10,42707,39
977,Pentosan polysulfate sodium,Interstitial Cystitis,2,42702,17
980,Pentosan polysulfate sodium,Interstitial Cystitis,10,42664,46
981,Pentosan polysulfate sodium,Interstitial Cystitis,1,42641,22
982,Pentosan polysulfate sodium,Interstitial Cystitis,7,42583,29
983,Pentosan polysulfate sodium,Interstitial Cystitis,10,42556,0
986,Pentosan polysulfate sodium,Interstitial Cystitis,10,42485,6
988,Torsemide,High Blood Pressure,4,42996,1
990,Torsemide,Edema,10,42457,14
991,Torsemide,Edema,10,41890,37
992,Diphenhydramine / hydrocortisone,Pruritus,10,42938,0
993,Diphenhydramine / hydrocortisone,Pruritus,10,41060,4
998,Everolimus,Brain Tum,8,42751,0
999,Everolimus,Breast Cance,2,42444,11
1000,Everolimus,Breast Cance,2,42444,4
1001,Everolimus,Breast Cance,10,42247,16
1003,Everolimus,Breast Cance,9,41799,26
1004,Everolimus,Pancreatic Cance,9,41478,46
1005,Everolimus,Breast Cance,9,41433,32
1008,Everolimus,Brain Tum,8,41087,22
1009,Everolimus,Renal Cell Carcinoma,7,40573,68
1010,Tolak,Actinic Keratosis,8,42980,2
1012,Tolak,Actinic Keratosis,1,42580,13
1014,Fenoprofen,Gout Acute,8,40062,6
1015,Metronidazole,Bacterial Vaginitis,2,43072,0
1017,Metronidazole,Rosacea,7,43070,0
1018,Metronidazole,Bacterial Vaginitis,9,43005,0
1019,Metronidazole,Rosacea,1,42984,0
1020,Metronidazole,Bacterial Vaginitis,1,42980,0
1021,Metronidazole,Rosacea,10,42923,5
1022,Metronidazole,Rosacea,10,42918,10
1025,Metronidazole,Rosacea,8,42883,16
1026,Metronidazole,Bacterial Vaginitis,2,42878,2
1027,Metronidazole,Bacterial Vaginitis,10,42873,2
1028,Metronidazole,Bacterial Vaginitis,8,42871,2
1029,Metronidazole,Rosacea,10,42867,15
1030,Metronidazole,Bacterial Vaginitis,10,42856,2
1032,Metronidazole,Rosacea,1,42821,10
1034,Metronidazole,Rosacea,8,42805,5
1036,Metronidazole,Rosacea,9,42753,21
1039,Metronidazole,Bacterial Vaginitis,1,42734,20
1041,Metronidazole,Bacterial Vaginitis,5,42383,3
1042,Metronidazole,Bacterial Vaginitis,10,42326,8
1043,Metronidazole,Rosacea,10,42316,13
1048,Metronidazole,Bacterial Vaginitis,6,42240,22
1049,Metronidazole,Bacterial Vaginitis,9,42238,46
1052,Metronidazole,Rosacea,9,42187,33
1053,Metronidazole,Rosacea,10,42177,54
1055,Metronidazole,Rosacea,6,42166,12
1056,Metronidazole,Bacterial Vaginitis,10,42154,43
1057,Metronidazole,Rosacea,5,42148,10
1058,Metronidazole,Bacterial Vaginitis,8,42134,8
1059,Metronidazole,Bacterial Vaginitis,10,42126,72
1060,Metronidazole,Rosacea,9,42102,32
1061,Metronidazole,Bacterial Vaginitis,10,42075,15
1062,Metronidazole,Rosacea,10,42050,62
1063,Metronidazole,Bacterial Vaginitis,10,42031,68
1064,Metronidazole,Rosacea,10,41943,45
1065,Metronidazole,Rosacea,10,42729,24
1066,Metronidazole,Bacterial Vaginitis,1,42721,12
1067,Metronidazole,Bacterial Vaginitis,9,42708,0
1068,Metronidazole,Rosacea,10,42702,11
1069,Metronidazole,Rosacea,6,42697,8
1071,Metronidazole,Bacterial Vaginitis,2,42649,17
1072,Metronidazole,Rosacea,5,42647,10
1073,Metronidazole,Bacterial Vaginitis,10,42633,28
1075,Metronidazole,Rosacea,1,42611,12
1076,Metronidazole,Bacterial Vaginitis,8,42609,2
1079,Metronidazole,Bacterial Vaginitis,7,42561,7
1081,Metronidazole,Bacterial Vaginitis,3,42559,5
1082,Metronidazole,Rosacea,1,42549,12
1083,Metronidazole,Bacterial Vaginitis,4,42546,9
1084,Metronidazole,Rosacea,10,42542,40
1085,Metronidazole,Rosacea,8,42539,9
1086,Metronidazole,Rosacea,1,42487,11
1087,Metronidazole,Rosacea,10,42463,28
1088,Metronidazole,Bacterial Vaginitis,1,42454,17
1089,Metronidazole,Bacterial Vaginitis,2,42431,16
1090,Metronidazole,Rosacea,10,39814,66
1091,Metronidazole,Bacterial Vaginitis,10,39683,44
1092,Metronidazole,Rosacea,8,41935,28
1093,Metronidazole,Rosacea,9,41871,53
1095,Metronidazole,Rosacea,7,41790,46
1098,Metronidazole,Bacterial Vaginitis,8,41428,42
1099,Metronidazole,Bacterial Vaginitis,10,41346,49
1100,Metronidazole,Rosacea,8,41201,74
1104,Metronidazole,Rosacea,9,40816,61
1105,Metronidazole,Rosacea,2,40554,33
1107,Metronidazole,Rosacea,1,40529,36
1108,Metronidazole,Bacterial Vaginitis,9,40484,59
1109,Metronidazole,Bacterial Vaginitis,10,40316,53
1110,Metronidazole,Rosacea,1,40245,76
1111,Metronidazole,Rosacea,8,40205,49
1113,Metronidazole,Perioral Dermatitis,8,40181,15
1115,Metronidazole,Bacterial Vaginitis,9,39966,81
1116,Metronidazole,Rosacea,6,39832,36
1118,Sumatriptan,Migraine,3,43071,0
1120,Sumatriptan,Migraine,10,43042,0
1121,Sumatriptan,Migraine,9,43035,0
1122,Sumatriptan,Migraine,1,43025,2
1123,Sumatriptan,Migraine,10,42995,3
1124,Sumatriptan,Migraine,10,42994,4
1125,Sumatriptan,Migraine,10,42985,7
1126,Sumatriptan,Migraine,10,42984,5
1127,Sumatriptan,Migraine,9,42968,5
1128,Sumatriptan,Migraine,10,42954,1
1130,Sumatriptan,Migraine,10,42946,6
1133,Sumatriptan,Migraine,7,42923,6
1134,Sumatriptan,Migraine,10,42915,1
1135,Sumatriptan,Migraine,10,42912,11
1136,Sumatriptan,Cluster Headaches,10,42910,3
1137,Sumatriptan,Migraine,10,42899,4
1139,Sumatriptan,Migraine,10,42891,0
1140,Sumatriptan,Migraine,8,42880,0
1141,Sumatriptan,Migraine,10,42877,4
1142,Sumatriptan,Cluster Headaches,1,42874,0
1144,Sumatriptan,Migraine,6,42865,0
1146,Sumatriptan,Migraine,1,42854,5
1147,Sumatriptan,Migraine,5,42850,8
1149,Sumatriptan,Migraine,6,42837,9
1150,Sumatriptan,Migraine,3,42836,2
1152,Sumatriptan,Migraine,6,42815,3
1153,Sumatriptan,Migraine,5,42811,0
1154,Sumatriptan,Migraine,9,42810,2
1156,Sumatriptan,Migraine,10,42804,4
1157,Sumatriptan,Migraine,10,42785,11
1158,Sumatriptan,Migraine,10,42775,14
1159,Sumatriptan,Cluster Headaches,8,42775,5
1160,Sumatriptan,Migraine,1,42763,4
1161,Sumatriptan,Migraine,9,42759,7
1162,Sumatriptan,New Daily Persistent Headache,1,42745,2
1164,Sumatriptan,Migraine,10,42739,3
1165,Sumatriptan,Cluster Headaches,10,42739,4
1166,Sumatriptan,Migraine,9,42738,4
1167,Sumatriptan,Cluster Headaches,1,42601,5
1168,Sumatriptan,Migraine,1,42595,7
1170,Sumatriptan,Migraine,9,42593,5
1171,Sumatriptan,Migraine,10,42591,1
1173,Sumatriptan,Migraine,10,42580,4
1174,Sumatriptan,Migraine,5,42565,0
1175,Sumatriptan,Migraine,5,42562,8
1176,Sumatriptan,Cluster Headaches,9,42551,14
1178,Sumatriptan,Migraine,10,42543,6
1179,Sumatriptan,Migraine,10,42543,5
1182,Sumatriptan,Migraine,5,42531,2
1183,Sumatriptan,Migraine,10,42525,3
1184,Sumatriptan,Migraine,9,42522,8
1186,Sumatriptan,Migraine,1,42489,9
1187,Sumatriptan,Migraine,9,42488,7
1189,Sumatriptan,Cluster Headaches,9,42469,1
1190,Sumatriptan,Migraine,1,42464,8
1191,Sumatriptan,Cluster Headaches,1,42461,3
1192,Sumatriptan,Migraine,9,42725,12
1193,Sumatriptan,Migraine,1,42717,8
1195,Sumatriptan,Migraine,2,42712,0
1198,Sumatriptan,Migraine,9,42703,3
1199,Sumatriptan,Migraine,9,42699,12
1201,Sumatriptan,Migraine,10,42692,4
1202,Sumatriptan,Migraine,10,42691,4
1203,Sumatriptan,Migraine,10,42674,11
1205,Sumatriptan,Migraine,8,42656,3
1206,Sumatriptan,Migraine,7,42652,0
1207,Sumatriptan,Migraine,10,42635,7
1210,Sumatriptan,Cluster Headaches,9,42628,0
1211,Sumatriptan,Migraine,10,42624,5
1212,Sumatriptan,Migraine,9,42622,1
1213,Sumatriptan,Migraine,7,42619,10
1215,Sumatriptan,New Daily Persistent Headache,10,42614,3
1216,Sumatriptan,Migraine,9,42612,10
1217,Sumatriptan,Migraine,9,42460,5
1218,Sumatriptan,Migraine,5,42458,6
1220,Sumatriptan,Migraine,3,42454,0
1222,Sumatriptan,Migraine,8,42439,3
1223,Sumatriptan,Migraine,10,42436,1
1224,Sumatriptan,Migraine,2,42417,1
1226,Sumatriptan,Cluster Headaches,10,42397,6
1227,Sumatriptan,Cluster Headaches,10,42395,3
1228,Sumatriptan,Migraine,5,42381,8
1229,Sumatriptan,Migraine,1,42376,7
1230,Sumatriptan,Migraine,3,42364,24
1231,Sumatriptan,Migraine,9,42360,16
1232,Sumatriptan,Migraine,7,42349,9
1233,Sumatriptan,Migraine,8,42337,6
1236,Sumatriptan,Cluster Headaches,10,42322,3
1237,Sumatriptan,Migraine,1,42316,2
1238,Sumatriptan,Migraine,5,42314,7
1239,Sumatriptan,Migraine,4,42313,4
1240,Sumatriptan,Cluster Headaches,10,42296,4
1241,Sumatriptan,Cluster Headaches,10,42296,5
1242,Sumatriptan,Cluster Headaches,10,42089,1
1243,Sumatriptan,Cluster Headaches,10,42075,5
1244,Sumatriptan,Migraine,10,42060,15
1246,Sumatriptan,Cluster Headaches,10,42044,2
1247,Sumatriptan,Cyclic Vomiting Syndrome,10,42040,6
1248,Sumatriptan,Migraine,9,42028,19
1249,Sumatriptan,Migraine,10,42024,18
1250,Sumatriptan,Migraine,9,42022,19
1251,Sumatriptan,Migraine,9,42020,4
1254,Sumatriptan,Migraine,9,41964,10
1256,Sumatriptan,New Daily Persistent Headache,1,41948,6
1257,Sumatriptan,Migraine,9,41946,19
1258,Sumatriptan,Migraine,10,41942,17
1259,Sumatriptan,Migraine,10,41935,13
1260,Sumatriptan,Cluster Headaches,10,41932,2
1261,Sumatriptan,Migraine,10,41904,40
1262,Sumatriptan,Migraine,10,41896,9
1263,Sumatriptan,Migraine,10,41879,6
1264,Sumatriptan,Migraine,9,41871,4
1265,Sumatriptan,Migraine,1,41855,23
1266,Sumatriptan,Migraine,10,41836,16
1268,Sumatriptan,Cluster Headaches,9,41822,29
1269,Sumatriptan,Cluster Headaches,9,41812,17
1270,Sumatriptan,Migraine,10,41802,10
1272,Sumatriptan,Migraine,10,41770,6
1274,Sumatriptan,Migraine,8,41737,6
1275,Sumatriptan,Migraine,9,41734,6
1276,Sumatriptan,Migraine,10,41726,28
1277,Sumatriptan,Migraine,9,41699,9
1278,Sumatriptan,Migraine,10,41694,43
